database,retention_target,mechanism,strength,method,evaluation_target,metric,n_replicates,mean,sd,q025,q975,truth,bias,rmse
MIMIC,0.75,outcome_MNAR,weak,reference_05pct_recalibration,full_heldout,oe,300,1.0257017210794614,0.1543886803223397,0.7662866047921397,1.3550300560670094,1.0,0.0257017210794614,0.1562593683466086
MIMIC,0.75,outcome_MNAR,weak,reference_05pct_recalibration,full_heldout,calibration_intercept,300,0.2983468383521932,5.546677687930577,-0.5967980609432365,2.5648721314828,0.0,0.2983468383521932,5.545456888164912
MIMIC,0.75,outcome_MNAR,weak,reference_05pct_recalibration,full_heldout,calibration_slope,300,1.1628668172708494,3.876757587505416,0.5093632506357987,2.881997969366544,1.0,0.1628668172708494,3.873716238249064
MIMIC,0.75,outcome_MNAR,weak,reference_10pct_recalibration,full_heldout,oe,300,1.0187951314195611,0.1136684555006033,0.8236640444759591,1.263317171596382,1.0,0.0187951314195611,0.115024807534657
MIMIC,0.75,outcome_MNAR,weak,reference_10pct_recalibration,full_heldout,calibration_intercept,300,0.0963970440875842,0.5011893062122592,-0.4643582207860708,1.3515313099575337,0.0,0.0963970440875842,0.5095545195247947
MIMIC,0.75,outcome_MNAR,weak,reference_10pct_recalibration,full_heldout,calibration_slope,300,1.0621157642328602,0.3702926052997239,0.6320110788151998,1.9904093172209305,1.0,0.0621157642328602,0.3748572079171267
MIMIC,0.75,outcome_MNAR,weak,reference_20pct_recalibration,full_heldout,oe,300,1.0079444617481357,0.0841040462849581,0.862233010757464,1.1819925445888408,1.0,0.0079444617481354,0.0843387619779005
MIMIC,0.75,outcome_MNAR,weak,reference_20pct_recalibration,full_heldout,calibration_intercept,300,0.0525976112153345,0.3034784187292351,-0.3843004944598693,0.7037441996828493,0.0,0.0525976112153345,0.3075039222045389
MIMIC,0.75,outcome_MNAR,weak,reference_20pct_recalibration,full_heldout,calibration_slope,300,1.0390859287542986,0.2394979101797779,0.692690968320293,1.5828675869730284,1.0,0.0390859287542986,0.242272081161791
MIMIC,0.75,outcome_MNAR,weak,reference_30pct_recalibration,full_heldout,oe,300,1.0066293007901568,0.0765043854614199,0.8622040896069892,1.1896414457194473,1.0,0.0066293007901567,0.0766639347225699
MIMIC,0.75,outcome_MNAR,weak,reference_30pct_recalibration,full_heldout,calibration_intercept,300,0.040213587077953,0.2720609563697013,-0.4124417589709729,0.7235430032507101,0.0,0.040213587077953,0.2745679746192856
